index,tweet,label
2666,"semangat, semoga lancar ya",Joy
5499,"q lak pas dolan nang pondk mojo, area pethok-keniten-bendo mojo ada lho, malah seng enak iku keniten.. pernah soale q mas",Neutral
6005,pernah kah anda mndengar crt kbahagian yg hakiki di dunia yg fana ini.. trus kesenangan yg hakiki itu yg bgmn.. tak pernah merasa sedih gitu.. trus misal kalo laki sudah tidak kuat lemah cari nafkah apa layak di tinggal pergi.. di usir..,Neutral
6689,"barusan nonton ini, sedih ngeliat il-rak jadinya dia beneran anaknya si ha so itu? atau salah sangka doang?",Sad
229,kesel bgt anjir pagi2 udah ribet lu bangsat,Anger
3707,"paling ga suka rambut, jujur anjir kek struggle banget gue gambar rambut",Love
2906,"kalo dijawabkan dengan member nct. diriku di real life seperti jaemin,di sosmed seperti chenle and haechan. kalo emosi seperti renjun. kelakuan macam jisung. kalau baku hantam ya kek jeno lahh. mark terlalu sempurna jika dijabarkan dengan diri ku wkwkek",Joy
4903,gak sedih. biasa aja. kesel juga engga. tapi air mata tiba-tiba keluar padahal feeling lagi kosong haha. gilss.,Neutral
3262,"aaaaa sender seneng banget akhirnya au sender mulai rame dulu ga ada yang nungguin, sekarang yang nungguin hampir 300 orang semangat para author!! jangan sedih au kalian masih sepi, pasti akan ada waktunya buat rame okayy",Joy
4545,baru lihat kabar denise astagaa andwee,Neutral
2103,"kalo abis pup pas pagi pagi tuh enak banget ga sih, perutnya jadi rata & langsing",Joy
5568,yuu semangat mekipun ga keluar air susunya,Neutral
4552,haii po di mirfa yuk dp 100k bookslot 50k aja dicicil santai dom tangerang bisa shopee all payment,Neutral
2588,"tersenyumlah mi_christychibi, tinggalkan sedihmu. bahagialah, lupakan takutmu. tetap semangat dan terus menjadi yg terbaik :)",Joy
6744,gue sedih bgt kaya huhuu kisah mereka mulus sekali t__t mana relate banget sama lirik di samping,Sad
1614,jd takut buat pacaran lagi,Fear
607,kamu marah gak kalo digetok?,Anger
3014,sehat selalu panjang umur aamiin,Joy
1093,wehh bngt sedih bngt anjing w campur kesel gegara muka lo kayak orang bego,Anger
5733,"jadi kemaren di kasih sama temen sekerdus gitu, katanya isinya acak dan ada ceker. gue kan suka ceker jadi seneng dong, gue buka ini karena gue kira ceker tanpa tulang gitu. pas udah di buka sachet nya taro di piring, anjir belalang gede",Neutral
6955,ga enak mau ngapa-ngapain,Sad
6719,ko sedih,Sad
203,sabar sabar gak boleh marah,Anger
2890,mau marah tapi bener gimana dong happy taehyun day _21_,Joy
4085,"pagi ruby, apa kabar?",Neutral
837,malaysia ni. tokey besar la jadi payung orang politik. sebab tu nak kawal harga barang pun takut. nak tekan orang tengah tak berani. tokey besar bagi komisen banyak kat orang politik. subprojek dekat tokey besar. dapat komisen pun dah boleh kaya 7 keturunan,Anger
4239,"biasa ada mau nya manis dulu dukung rakyat, sudah kecapai maunya ya gimana gue, menjelang 2thn lagi pemilihan lagi ya manis lagi, ke pilih lagi ya gimana gue lagi..",Neutral
1230,"makji aku pengen mam mie ayam, udh bm 2 minggu lalu boleh gk makji? takut ileran ini cacingnya",Fear
5369,"ku bantu benerin nder :""",Neutral
1609,agak ngeri ga segrup jangan2 ketemu di final,Fear
5451,"menteri bumn 2 mengajak para warga memanfaatkan lahan perumahan menjadi lokasi2 pertanian. erick thohir pun menggagas program bernama2 energi tani2 atau et. dia menjelaskan, gerakan energi tani bertujuan membumikan semangat bertani.",Neutral
4391,oke saya berangkat sendiri saja,Neutral
4043,"bestiee happy birthday,bahagia terus ya, sehat terus, jangan galau terus, cakep terus, wish u all the best deh. semoga semua yg baik di dunia datang ke lo. love love uuuu",Love
3246,kabar baik utk kita semua,Joy
5432,kirimlah bangsa 10 kg perbulan.... perjenisnya..,Neutral
5862,daripada kecewa mending kecewe,Neutral
2517,semangat sender,Joy
5397,"apa lah nak jadi. cuba terapkan dalam diri kehidupan, kalau mampu jangan ambil bahagian orang yang tak mampu. sebab takut atas sebab ketamakkan kita, orang yang betul2 perlu tak dapat bahagian dia. kau rasa halal ke bahagian yang kau ambil tu kalau dah menipu?",Neutral
2471,mau athan sehat trs sama bahagia trs ok !,Joy
2647,nangiss bahagia kak,Joy
657,record of youth walau gue benci bgt sama endingnya,Anger
790,ekspresif marah di tl iya ke temen juga iyaa,Anger
5506,"kalo emak ku koleksi kopi top yg gratis gelas kata mas kopi nya enak, yaudah ibuk beli, sekalian dapet gelas nya",Neutral
5332,aku sebenernya panik tpi ttp cantik,Neutral
1359,soonyoung aku takut sama jihoon hiks.,Fear
5190,"jadi inget waktu kakak menikah, ayah juga bilang hal yang sama. dia bilang, ""sebelum ada lelaki lain yang mencintai dia (kakak), ada seseorang yang mencintai dia terlebih dahulu. itu adalah ayah. jika memang istrimu membuatmu kesal, tahan kesabaranmu, jangan pukul dia.",Neutral
2347,aamiin! semangat ngeba nyaa sayaang,Joy
5460,"karena blm dapet gantinya, karena blm tentu kerjaan yg baru lebih enak drpd yg lama",Neutral
2650,"kak caa semangat terus yaahh!! u can do it well!! kalo capek, istirahat duluu, tapi jangan lupa balik lagi biar ga makin numpuk sending a lot of virtual hug buat kakakk!!",Joy
5371,"dana receh buat 10 org gaiss, doain aku bigwin siang ini makasii",Neutral
6182,"aku sedih ada anak biologi masi nanya, trs harus dgimanain ya buat tau kenanya omicron ato bukan?",Sad
7042,"lebih nyaman sendiri sebenernya karena ngga nyusahin orang lain. cuma kadang suka mikir masa ma sendiri terus, emang aku ngga se worth it itu tes tes nangis",Sad
4684,haah.. tidak banyak yang bisa didapatkan dari grup obrolan itu. sudah berkali-kali hela napasnya mengudara. sudah berpuluh berita ia baca untuk mengetahui lebih dalam soal kasusnya. bahkan sistem database-nya pun berulang kali mengirimkan pesan terkait kasus itu.,Neutral
6227,jgn gitu dong bang.. jadi sedih neh,Sad
5519,isu pasal pendidikan yang paling aku tak puas hati dari dulu is kenapa sjk boleh dapat fasiliti lengkap compare dgn smk?k.,Neutral
3263,"cape nyari kerja, nyari judul ta, masalah di rumah, ditambah diputusin pacar wkwk murung bbrp hari di kostan tp ada my bestie yg selalu bilang gini. alhamdulillah skrg udah dapet kerjaan yg bener bener aku pengen, dan lupa sama kesedihan2 sebelumnya",Joy
6045,"sudah dikejutkan tampa di bangunin lagi, kamar sudah sepi dan berangkat ke masjid, sholikhah semunya anak"" ada perkembangan ni",Neutral
1780,pertama kali beli kolbuk lucu bgtt tapi rada ragu buat makenya,Fear
2651,"cari bubur ayam yang ada malah bubur sumsum but issokey lah, sama sama enak juga. met mamam",Joy
803,yaallah kenapa sih pagi-pagi udah dibikin emosi aja please ini weekend tolonglah kalau mau pulang ya pulang aja kaga usah tanya-tanya gue kan gue juga jadi ikut mikir!,Anger
857,"sok""an kaget , dasar beban",Anger
3941,"ga sih. tp jujur aku suka bgt kalo kak uju lagi main alat musik kayak, halo .. kamu ganteng banget ..",Love
6748,ekspektasi berbanding lurus dengan rasa kecewa.,Sad
4990,"karena di otaknya dia pen balas dendam, akhirnya sarafnya masih berfungsi buat jadi half zombie",Neutral
219,luv emyuu tolol sumpah,Anger
1288,sumpah takut banget,Fear
582,pagi2 udah dibuat emosyennnn gangerti pikirannya apa posting2 foto cewe mau marah emang yaa nyokap udah gaada tapi mau ga marah jujur pengen marah jujur jadi ga mood hari ini,Anger
43,harus nya dihukum mati itu bangsat. rusak nama sumut karena dia,Anger
1234,"berharap ada yang cancel nendo bokuto dan akaashi yg di kyou biar bs co lgsg di web kyou aja mau ambil opslot tp takut krn harga nya ga murah dan rilisnya msh lama, nunggu sampe ina lbh lama lg tp takut jg sih klo ga dapet lg krn pasti war lg wkwk :"")",Fear
2691,"pagi, ibuk! semangat menjalani harinya~",Joy
6850,"ini tadi w beres2, w kagak tau kalo ada plastik yg digantungin di kursi meja makan itu isinya rambutan masih kecil2 tinggal dikit w kira kulitnya doang. jadi ya w buang aja. maklum gaada yg beres2 kalo gak pas w libur. dimarah dong sampe marah banget. ya maap w rabun.",Sad
1892,"takut bgt karna kepala pusing, tenggorokan mulai serak dan badan anget :"" untung kemajuan teknologi di tahun 2022 ini menyelamatkan anak kost sepertiku :') terimakasih gomart",Fear
4292,apa aku coba gambling 50:50 seperti biasa ya?? ngetest napas lagi wkwk,Neutral
6195,"setuju, padal aku termasuk orang yg kepo bgt sama ayato pas tahu ayato ke leaks duluan jadi kek kecewa dan ga excited lagi sama ayato mending drip marketingnya dari mihoyo langsung..",Sad
5199,seaweed costume vs hello kitty motif pertempuran paling asburd lagian kenapa denise marah bajunya dibilang motif hello kitty,Neutral
6832,"sedih, liat kamu bisa lebih bahagia dengan orang lain..",Sad
1071,"hebatnya indonesia .. gak cuman pemilunya saja, tes covid pun juga begitu !?!?",Anger
718,"wanita ini pamer ogah beri tip ke pelayan, ternyata balas dendam karena pernah jadi korban ghosting",Anger
2364,semangat cii,Joy
1505,eh iya jujurr takut ketauan,Fear
670,punya lama guna sonicator. pastu semalam najmi cakap tahu tak sonicator ni boleh buat jadi mandul? i was like aneh aneh lah dia ni. pastu tanya akmal. akmal iya kan. benci aa tanya diorang ni double confirm kat google dengan adnin. tipu je diorang ni,Anger
5897,"dok hari ini sendiri ya, perawat gigi nya libur lah pantes kok jm segini masi sepi",Neutral
5664,happy weekend .. siapa hayo yang suka ga enakan ? jangan diterusin loh mitra mtb. malah susah sendiri yang ada .. kalau mitra mtb termasuk orang yang susah bilang tidak atau apa adanya meski bikin ga enak suasana ? kasih tau donk di,Neutral
4078,apa kabar dunia twitter ? masihkah selucu dan seabsurd dulu ?,Neutral
897,"ngga ngotak emg. adenya positif, ngajak diskusi ngomong ga enak-enakan. pinter doang tapi ga ngerti psikologis org down.",Anger
5700,"gue tim yang kalau dikasih coklat, itu coklat gue kasih lagi ke orang lain. karena gue gak suka coklat.",Neutral
5608,engga. tetep tergantung calon pasangan sikapnya gimana. jangan takut. oke? kalau jodoh nanti dimudahkan jalannya. jangan lupa untuk memperbaiki diri sampai menemukan tirik terbaikmu semangat senderr,Neutral
1530,"mau siapapun lawan ina w tetep takut, tembus semifinal pun juga lawan dari grup b serem semua",Fear
2706,"gue juga lagi sebel sm keluarga, tapi liat u aku ngerasa kek masalahku gaada apa2nya dibanding kamu aku ngerasa malu:( buat kamu semangat ya kalo mau temen buat something talk boleh kok yuk dm an",Joy
5653,saya lebih suka otoriternya alm pak harto. harga dikontrol mafia pangan gak berkutik. migas dikontrol gak ada yg berani nimbun. preman disikat masyarakat aman tentram. sayang org2 disekelilingnya kurang baik. ada gbhn dan repelita arah pembangunan yg jelas.,Neutral
4110,baru saja mengirim foto special region of yogyakarta,Neutral
2851,"ada badutan ga semalem chingu, butuh badutan 2 ayang biar semangat menjalani hari",Joy
2943,ihh takut bgt loch wkwk makasyii,Joy
2646,"soalnya my biggest mistake utbk kemarin aku hopeless duluan, terlalu banyak kekhawatiran kalo aku ga lolos dan itu bikin ga fokus ga enjoy yaa kekhawatiran itu beneran terjadi taun kemarin wkwk semangat buat sendernya ya!! pasti bisaa!!",Joy
5396,kaget? takut karna kemarin mintanya kurang banyak..??,Neutral
1874,"ngga sih, gue malu soalnya pake baju haram. ga terbiasa juga pergi2 pake baju begitu",Fear
2370,kongkalikong paling enak emang sama beliau aja juaranya.,Joy
1769,kaget bgt tbtb mas crush ngucapin aaosjskajskansnsj sygnya dia pcr org gmn dong gue gabole baper,Fear
5143,"_harusnya anda bijak dalam kasih data,awal mereka bisnis itu sejak jaman sby atau jokowi..? . . _"" kalau bodoh diam,kalau pinter ajari "".. . .",Neutral
5837,astagfirullah gak jadi sedih baca tweet sendiri,Neutral
1983,kalau dia lgi marah omongannya pedas banget suka banting barang apa pun yg ada didekatnya,Fear
531,bukan emyu namanya kalo ga tolol ya goblok,Anger
5357,"aku pernah, jadi nanti dikasih pertanyaan kamu seorang individualis atau berkelompok jawab iya tidak ragu ragu, gitu doang",Neutral
4899,"percayalah tidak ada wanita yang baik-baik saja, ketika mengetahui pasangannya berkomunikasi dengan mantannya",Neutral
3589,kayaknya paraga suka banget ngajak wgl akun chaewon ya.. awas aja kalau di prank lagi:),Love
5224,kaget nikah bagus juga walaupun sedikit gimana gitu okee besok-besok nonton di wetv,Neutral
2163,nggak dong~ aku beli loyang 14cm 1 biji juga kemarin wkwkwkwkwk sempet mau beli yang 14 itu 2 sekalian kan enak kl mau kasih incip tetangga. tp nggak jadi beli 2 jadi besok gak bisa langsung ngovennya,Joy
731,"knp au yg ak baca masi pd on going, aku kesal",Anger
2339,"aamiin semangat yaa, tim arkeolog juga nihh",Joy
6096,yatuhann sedih bgt gue juga dritadi bacain review orang2 pda jelek2 bgt abis minum bukannya langsing malah pada sakit parah2 ngeri,Sad
2232,"iyaa wlaaupun gajadi sma yg di video (pen nyebut nama tp takut) wkwk, tapi dia bahagia bgt with his lil family trus suka cerita2 kelakuan baby layla, kek bapak2 yg banggain anaknya bgt deh pokonya gemoyy. emg iyaaaaa enak bgtt, ini kesayangan sebelum exo",Joy
6945,ternyata ngekos sendirian ga seenak yg aku bayangkan mending ada temen kamarnya jadi enak ada temen ngobrol,Sad
6730,"gajian aja belum, udah ada yang ngomong ""nanti kalau gajian pinjem uang yah"", sedih kieu euy",Sad
1255,kaget ke logout sendiri,Fear
2104,semangat om,Joy
3593,aku habis itu wkwk suka banget,Love
6796,kangen dan sedih+overthinking wkwk. apalagi kalo baca komen2 di buku lama,Sad
898,"mari thn 2024 semua bangsa ini pilih pks, agar negara indonesia bisa seperti syiria, irak, yaman, iran, afganisthan, krn sbg bgs indonesia bosan kan..?? klau adem ayem saja. khan bahagia klau lagi bercinta sebelah kita bom meledak, truss ada yg jual anak gadis kita bisa beli..? idiot",Anger
428,btw perayangan ini lama lama bikin jengkel ya hmm,Anger
4885,"kemarin malam sehat saja dan tidurpun pulas. kok tadi malam timbul sakit sekali rasa badan sampai susah tidur. baru bisa tidur pas subuh, ehh jam 6 malah ada yang nelpon.",Neutral
4567,"365. kalau mau gestun limit kamu di spaylater, gopay coin, gopaylater, akulaku, kr3divo, indodana dll langsung saja ke cair cepat gak sampai ber jam-jam!",Neutral
6361,sedih aingg,Sad
6404,hari ini aku lagi sedih krn makanan tumph,Sad
1222,sengaja dibiarkan soalnya takut melanggar ham,Fear
5076,aku nak ni bodoh,Neutral
2575,", salam, melv. semangat skripsiannya, lu sekarang skripsiannya buat diri lu sendiri aja cukup kalau orang tua gak nganggep apa-apa mah. tapi masih dikasih uang jajan kan?,",Joy
5341,sini q tmnin biar mm gk takut klo gelap,Neutral
4086,beredar kabar haji faisal kini mulai pasang tarif rp 5 juta untuk sekali wawancara,Neutral
4024,"aku masih mencintaimu, entah karena sayang atau bodoh",Love
3213,yey ada kabar baik pagi ini. love you jiminie,Joy
1096,wes kesel + kecewa,Anger
2072,"ga enak, apalagi kalo orang lain yang pake kamar mandi itu jorok. kemarin pas ngekos suka nemu piring kotor, padahal di sana ada tempat cuci piring.",Joy
6391,sedih tapi juga lega. akhirnya ada kejelasan walaupun bukan announcement langsung dari agency. good luck mm we always support you no matter what happens,Sad
3790,suka banget jadi munafik adalah jalan ninjaku.,Love
2549,mayan cerah buat nyuci,Joy
5973,"jangan jari shamming nder kasian sedih ntr dia, km gak mau kan dibilang jelek aneh di antara temen""mu",Neutral
1788,ngeri ya canda nya,Fear
5130,hanya orang bodoh melakukan kesalahan yg sama berulang2 kali ..,Neutral
4080,saja ka dorg suro beli medium 2 set,Neutral
528,kriting bego syiah laknat,Anger
5671,"orang yang suka berkata jujur mendapatkan tiga hal, : kepercayaan, cinta, dan rasa hormat",Neutral
192,"anjir bsbsnya mimpi iparku ternyata jelmaan siluman babi, y tp kalo dipikir2 ada korelasinya si sm sikap, sifat dan tingkah lakunya yg ga layak disebut manusia wkwk cok baru kali ini aku bisa benci banget sama manusia",Anger
3836,"haechan ini setiap fansign pasti ada aja gombalannya. manis bgt emang orangnya, semuanya aja dikasih kata-kata yang bikin iri. bener-bener deh suka banget godain orang.",Love
1126,"aa kesel bgt anying. dia sudah di bandaraa, gift gue blm siap. ya allah sedih bgt gue uda gbsa nepatin janji buat meet up dari desember trs harini gbsa nganter dia ke bandara, ngasih gift jga engga!!",Anger
6212,"fun fact, menggaruk bagian gatal itu engga bikin gatalnya hilang, yang ada malah kulitnya iritasi. sama kayak kalo lagi patah hati lebih milih galau n dengerin lagu2 sedih. emang kitanya suka nyakitin diri sendiri ya kayaknya..",Sad
2676,pagi2 hujan enak bgt dah,Joy
4687,minimal 6 bln stlh vaksin kedua baru bisa ke 3..gk papa kok..demamnya biasa koj,Neutral
304,yg membuat rakyat tdk mempercayai penguasa: 1. sering bohong pemimpinnya 2. melarang rakyat melakukan sesuatu tp dia sendiri yg melakukannya 3. terlalu vulgar mempertontonkan kebodohan dan mengaggp rakyatnya semua bodoh,Anger
2789,"pagi ini gk sengaja ketemu bestie yang baru nikah, seperti biasa kalau ketemu suka cerita dari hal yg gk penting sekali pun. sampai dimana! dia gk sengaja bilang kalau gk bahagia, dan gk ada rasa sama lakinya. syok? pasti! jadi intinya, nikah gk cukup hanya dengan kata' ""mampu""",Joy
